idx,AuthorID,Name,PaperCount,hIndex,email,Gender
2422,101491165,Élisa Berrini,8,3,,
2423,101493070,Matteo Vallar,39,7,,
2424,101493204,Carine Paumier,16,1,,
2425,101493883,Anas Muhammad,10,2,,
2426,101494283,J. P. Lottin I Mandjavidze,2,2,,
2427,101494395,Ayoub Ayoub,35,4,,
2428,10149515,E. Reismer,6,4,,
2429,101495286,Tuomas Hapola,25,9,,
2430,101495603,Jonathan Monical,9,4,,
2431,10149642,Linn Andersson,39,13,,
2432,101496480,Bahare Mohamadzade,24,11,,
2433,101498540,Pablo Zoccali,17,9,,
2434,10149869,Guoqiang Zhang,12,6,,
2435,101498888,Luther(trey) Denton,36,8,,
2436,101498923,Serg Vambol,49,13,,
2437,101500823,Dom Pesce,97,32,,
2438,101501024,Caterina Pane,12,6,,
2439,101501072,Ghulam Muhammad Ali,25,6,,
2440,101501745,Thomas Furst,4,1,,
2441,10150205,Liuqi Yu,51,8,,
2442,10150224,Eugene Boilesen,27,19,,
2443,101502287,Andrey Reshetin,482,59,,
2444,101503408,Pavel Plotnitskii,7,4,,
2445,101504147,Neubauer Joerg,1,1,,
2446,101505295,Roger Mari,8,2,,
2447,10150539,Elias Karabelas,22,10,,
2448,101505623,Basivi Radhakrishna,21,11,,
2449,10150644,Victor Ardulov,13,5,,
2450,101506578,Tian Tian,24,6,,
2451,10150791,Mordehay Vaturi,95,18,,
2452,101508686,Paolo Scudellaro,60,18,,0
2453,10150916,Naoyuki Ueno,29,15,,
2454,101509958,Sh-Hussain Salleh,5,4,,
2455,101510713,Kim Border,61,15,,
2456,101511368,Girisha H Navada,2,2,,0
2457,101511617,Hocine Amor Khemissa,25,2,,
2458,101511765,Carmine Vitale,150,43,,
2459,10151195,Alexey Kuchenkov,85,25,,
2460,101512295,Adam Bhavnani,1,1,,
2461,10151272,Giomar O. Sequeiros,5,4,,
2462,101513223,Roy Jenne,47,19,,
2463,101513276,Alladi Sitaram,47,16,,
2464,101513859,Walter Solscheid,10,6,,0
2465,10151486,David Bibby,20,5,,
2466,101515781,Qianyu Luo,10,4,,
2467,10151581,Timm Plefka,27,9,,0
2468,101515898,Md Fazle Rabby,7,4,,
2469,101516160,Pin Xue,16,3,,
2470,101516213,Georgios Chalkias,2,2,,
2471,101516503,Peter Sondergaard,34,16,,
2472,101516568,Dimitry Aleksandrov,289,74,,
2473,10151660,Hideki Takakura,16,9,,
2474,101517420,Near Earth Autonomy,5,3,,
2475,101517764,Lisa Stockwell,8,4,,
2476,101518372,Bala Poduval,23,7,,0
2477,101520251,Stefano Lisini,21,13,,
2478,101520483,Bruno Avignon,14,3,,
2479,101521766,Pushkar Khairnar,4,2,,
2480,101522389,Anisa Corina,12,4,,
2481,101524472,Mevlüt Yunus Kayacan,10,4,,
2482,101525397,Markus Marks,9,4,,
2483,101525535,Li Jiongsheng,15,7,,1
2484,10152631,Shriram K Vasudevan,175,13,,
2485,101526478,Oliver Schnittka,59,10,,
2486,101526628,Arie Perliger,65,15,,
2487,101526744,Clemens Thum,123,27,,
2488,101527043,Danica Janglová,3,1,,
2489,101527305,Michael M O Ssle,8,1,,
2490,10152732,Dianfa Zhang,16,9,,
2491,101527588,Lukas Pop,11,6,,
2492,101529634,Josef Leopold Krames,22,7,,
2493,10152976,Mary Kerins,32,14,,
2494,10153071,Suzanne Kafaja,54,19,,
2495,101531326,BrilakisIoannis,4,3,,
2496,101531359,Benjamin Sobel,4,3,,
2497,10153147,Antonios Tzortzakakis,34,9,,
2498,10153207,Erik Gerwick,18,8,,
2499,10153282,Eletheria Panagiotaki,4,2,,
2500,10153295,Christine P Hans,30,17,,
2501,101533122,Geir Ole Tysse,8,4,,
2502,101533433,James Opp,27,6,,0
2503,10153422,Abhinav Golas,18,7,,
2504,10153433,Noritake Hoki,101,15,,
2505,10153469,Toshifumi Ohkusa,250,43,,
2506,101535125,Antoine De Falguerolles,21,8,,0
2507,101535191,Ayan Seal,73,20,,0
2508,101535298,V. I. Shmal’gauzen,43,6,,
2509,101535589,Muzaffer Atasoy,2,2,,
2510,10153570,Regine Verlaque,30,15,,
2511,101536260,Fengnian Guan,5,2,,
2512,101537632,William Hudmon Reed,26,6,,
2513,101537657,Taufiq A Setyanto,11,2,,
2514,101537857,Jafar P. Mohsen,33,6,,
2515,10153811,Peggy Hamernyik,8,4,,
2516,101538236,Thomas Keith Blankenship,10,5,,0
2517,101538963,Toqi Tahamid Sarker,2,1,,
2518,101539007,Chomphunut Sutheerakul,2,2,,
2519,10154003,Nicolas Pettiaux,12,4,,0
2520,10154111,Holger H Sigusch,74,23,,
2521,101541149,Zhifei Shao,15,8,,0
2522,101541203,Diana Carew,22,4,,
2523,10154171,Charlotte Eklund,12,4,,
2524,101541721,Ji-hyun Nam,14,6,,
2525,101541768,Cisr Journal,154,8,,0
2526,101541909,Rossi Beatrice,5,4,,
2527,101542041,Yahong Wan,2,1,,
2528,101542142,Jean-francois Ballard,28,8,,
2529,10154239,Steven Naymagon,35,12,,
2530,101542801,Jean-louis Rich James Spiro Michael Basdevant,130,19,,0
2531,101543167,Ignasi Clavera Gilaberte,3,1,,
2532,101543224,Avery Simundsson,6,2,,
2533,10154439,Linda Van Le,111,35,,
2534,101544463,Weitian Chen,60,20,,
2535,101546972,Henrik Petersson,17,7,,
2536,101547136,Nathan Shultz,9,5,,
2537,101547526,Elias Flytzanis,17,7,,
2538,101548358,Tatsuya Seiki,45,11,,
2539,101548391,Pei-eng Ng,2,1,,0
2540,101548529,Jim Leggitt,3,2,,
2541,101548652,Fabian Henkel,5,2,,
2542,101548829,Ping‐he Ni,33,11,,
2543,101550485,Megan Foran,3,2,,
2544,101550727,Liu Baoshu,10,2,,
2545,10155089,Bruce Dziura,11,7,,
2546,101551042,Baptiste Meire,5,2,,
2547,101552608,Douglas Ray Asfahl,6,1,,
2548,101552747,Franz-josef Villmer,8,3,,
2549,101552795,Rados Law Adamczak,53,19,,
2550,10155412,Federica Buffolo,1,1,,
2551,101554928,Jonas Borgstrom,7,5,,
2552,101555287,Fabian Eisele,5,2,,
2553,101556129,Ruxianguli Aimuzi,16,9,,
2554,101556764,Conceitual Abrangente,1,1,,
2555,101557973,Lukas Juočas,2,1,,
2556,101558345,Ictp,25,14,,
2557,101560412,C Y Lee,11,9,,
2558,101560424,Changno Lee,39,9,,
2559,101560532,C K Lee,2,1,,
2560,101560884,Ran Ginat,3,2,,
2561,101561036,Samuel Ady Sanjaya,2,2,,
2562,101561160,Stefanie Wrobel,18,4,,
2563,101561341,Jerry Kazdan,46,16,,
2564,101562454,Evgeny Tenetov,3,2,,
2565,101563248,Mark Sypesteyn,5,2,,
2566,101563450,Brian David Woltman,4,1,,
2567,101564256,Julea Andreea Maria,9,5,,
2568,101564945,Kavita Saxena,22,4,,
2569,101565991,Albert Claus,40,6,,
2570,101567469,Steven Tel,3,1,,
2571,10156796,Zain Khurshid,8,5,,
2572,101567982,Hanya Pielichaty,21,5,,
2573,101568773,Illia Silin,45,7,,
2574,101568984,Zejiang Shen,13,5,,
2575,101569585,Vo Van Vinh,1,1,,
2576,101570065,Giorgio Biondetti,5,2,,
2577,101570843,Kadhum Shrama,4,3,,
2578,10157110,Hai Si,7,4,,
2579,101571510,QinetiQ Proprietary,6,2,,0
2580,101572493,L. Matloch,5,2,,
2581,101573217,Junhao Huang,7,4,,
2582,10157325,Valerie Pestinger,23,10,,
2583,10157359,Alan Lefor,526,29,,
2584,10157378,Anahita Mahzari,6,5,,
2585,101575356,Deesha Ramji,7,2,,
2586,101575892,Alexander Mann,611,80,,
2587,101575923,Jonathan Sadeghi,19,7,,
2588,101576050,Eva Robbrecht,52,15,,
2589,101576064,Jeroen Soete,57,14,,
2590,101576979,Sri Baddam,3,2,,
2591,101577310,Wolfgang Rueckner,24,10,,0
2592,101577582,Aurélien Pisseloup,14,7,,
2593,101577633,Vipin Pillai,5,4,,
2594,101578001,Pjg van der Linden,4,4,,
2595,101579540,Birger Iversen,45,14,,
2596,10157982,William J Geese,63,29,,
2597,101580298,Chao Deng,14,6,,
2598,101580503,Deegan Atha,10,3,,
2599,101580902,Jean Soubestre,31,8,,
2600,101581075,Krzysztof Maurin,79,8,,
2601,101581240,Peter Cromwell,55,16,,
2602,101581997,Lidar Consultant,1,1,,
2603,101583603,Christian Voss,810,67,,
2604,101583961,Brigitte Epp,199,48,,
2605,101583972,Adrian Uriondo,5,3,,
2606,101584369,Daniel Huybrechts,120,32,,
2607,101585595,Amy Kristine Hetherington,8,1,,
2608,101585680,Robert Delbourgo,260,32,,
2609,101586386,Douglas Houston,107,22,,
2610,101586570,Michel Schammel,54,17,,
2611,101586648,Wei Zhang,110,14,,
2612,101586650,Wei Zhang,16,4,,
2613,101586854,Pawel Pietrusinski,2,1,,
2614,101586905,Saahier Parker,27,5,,
2615,101587282,Jean-baptiste Juin,22,16,,
2616,10158736,Paul A Testa,26,10,,
2617,101587648,Thomas Henry Marek,140,25,,
2618,101588216,Kambiz F Shadan,6,2,,
2619,101588261,Liu Haoliang,20,1,,
2620,101588749,Cengiz Koparan,16,6,,
2621,101589297,Steve Bessinger,6,2,,
2622,101589355,Klaus Wolff,468,83,,0
2623,101589458,Fran Riddick,14,6,,
2624,101589756,Carol Constantin Massarra,18,6,,
2625,101590457,Xinghua Dai,14,6,,
2626,101590677,Chien-Yu Lin,389,49,,
2627,10159080,Francesco Avogliero,14,4,,
2628,101591448,Tim Sauer,119,29,,0
2629,101591891,maxime carré,1,1,,0
2630,101592141,Tiberius Nkinyili,3,1,,
2631,101592246,Chi Liu,5,1,,
2632,101592248,Chunya Liu,4,1,,
2633,101592937,Xiong Jie,2,1,,
2634,101592940,Chris Letchford,104,24,,
2635,101592953,Zhengyang Feng,10,7,,
2636,10159337,Zongsheng Yue,18,7,,
2637,101593761,Takahiko Yokohama-shi Kondo,896,85,,
2638,10159398,Kim Branner,131,21,,
2639,101594027,Bernard Maurey,45,21,,
2640,101594223,Jack Dembicky,58,10,,0
2641,101594274,Anastasia Alexov,83,22,,1
2642,101594812,JianJ Zhang,3,3,,
2643,101594815,Jianan Zhang,9,6,,
2644,101594818,Jianglong Zhang,13,6,,0
2645,101594846,Jinsuo Zhang,210,25,,
2646,101594899,Andreas Bærentzen,5,2,,
2647,101595416,Steve Muanza,647,74,,
2648,101595772,N. J. Kjaer,313,34,,
2649,10159604,Andrey Dolinko,21,7,,
2650,101596305,Suryakiran Sureshkumar,10,2,,
2651,10159743,Evgenya Shkolnik,237,41,,
2652,101598131,Eunsu Park,28,8,,
2653,101600125,Brian Kaney,23,12,,
2654,101600366,Noor Irdiana Binti Ngadiman,7,3,,
2655,101600553,Amith K. Belman,9,3,,
2656,101602336,Piero Bassanini,58,11,,0
2657,10160281,Leslie E Ballentine,104,23,,1
2658,101603215,Esteban Gonzalez Valencia,91,28,,
2659,101603535,Anastasia D. Lesnichaia,3,1,,
2660,101604675,David Girardelli,15,6,,
2661,101604699,Andreas Berlind,164,49,,0
2662,101605034,Marco Rescigno,1382,91,,0
2663,101606400,Elizabeth Maria Charlotte Theron,30,4,,
2664,10160801,Kenneth G Warren,139,45,,
2665,101608202,L. I. Ronkin,42,8,,
2666,101608845,R. S-a. Gatsaeva,10,2,,0
2667,101609042,Kohzaburo Ohnaka,43,11,,
2668,101610198,Andrew Nicholas Pressley,60,20,,
2669,101610247,Abtin Daghighi,27,3,,
2670,101610304,David Arge Klevang Pedersen,18,4,,
2671,10161095,Charlène Aubinet,38,10,,
2672,101611350,Wang Yuanji,8,2,,
2673,10161146,Florette Kimberly Hazard,57,12,,
2674,101611932,Chris Jaikaran,14,2,,
2675,101611953,Moksheeth Padarthy,2,1,,
2676,101611992,Taher Kakal,2,2,,
2677,101612268,Yichuan Chen,4,1,,
2678,101612282,Yuting Chen,98,16,,
2679,101612289,Yueh-Ting Chen,19,10,,
2680,101612892,Woen-Sug Choi,18,3,,
2681,101613063,Binoy George Kurien,6,2,,0
2682,101614021,Bohdan Novosyadlyj,101,13,,
2683,101614381,Amin Mirkouei,35,12,,
2684,101615146,Arnold Janssen,110,17,,
2685,101616220,Hannah Louise Pullen,373,34,,
2686,101616402,Mitra Sankar,14,3,,
2687,101617171,Morton Hamermesh,43,11,,0
2688,10161776,Veronica Bekoe,5,4,,
2689,101617783,Thomas Elbert Corbin,55,9,,0
2690,101618083,Veena Chidurala,5,2,,
2691,10161824,Nikki Kyllonen,1,1,,
2692,101619314,Jeetika Malik,14,5,,
2693,101619932,Gerianne M Krause,4,4,,
2694,101620319,Ram Prakash Kanwal,152,23,,
2695,10162069,Shahab Shayesteh,20,6,,
2696,101621160,Andrey Schamov,141,45,,
2697,101621461,Maria Chico,16,3,,
2698,101621754,Songzhou Yang,8,2,,
2699,101621971,Sarthak Chakraborty,9,2,,
2700,101622425,Anil Carie,7,3,,
2701,101622571,Alexander Johnsen,5,3,,
2702,10162315,Joshua Krasnow,14,5,,
2703,101623286,C. Topliss,4,1,,
2704,101626141,Sumi Yoshino,32,7,,1
2705,10162631,Anna Huskin,9,6,,
2706,101626360,Eric Zimmerman,379,57,,0
2707,101627218,Martin B H Everaert,118,26,,
2708,10162889,Aaron G Boonjindasup,19,8,,
2709,10162894,Douglas R Roehler,36,11,,
2710,101629054,Ning Li,92,19,,
2711,101629215,Estrella Florido,91,20,,
2712,101629838,Maurizio Maugeri,172,47,,
2713,101629847,Aaron Kim Ludeke,6,2,,
2714,101630303,Fabio Giannoni,134,19,,0
2715,101630754,Brad Salzbrenner,18,6,,
2716,101630776,Diana Becirevic,5,2,,
2717,101631473,Stéphane Jézequel,961,90,,
2718,101632797,Georgios Tsipolitis,1160,86,,
2719,10163286,Lie-bin Zhao,53,12,,
2720,101632918,Vasileios Bellos,2,2,,
2721,101632973,Srisharan Shreedharan,38,11,,
2722,101633496,Arindam Ghosh,21,9,,
2723,101633770,Dharmarajan Krithika,10,7,,
2724,101635014,Karel Kellens,90,24,,
2725,101635600,Chiara Di Fronzo,50,21,,
2726,10163592,Markus Schinle,16,4,,
2727,101636339,Tim Übelhör,3,1,,
2728,101636364,Kumar Princeton Ramaswamy,28,7,,
2729,101636580,Huang Yanwen,6,2,,
2730,101636980,Emilio Montaldi,90,9,,0
2731,101637267,Manfred Theel,3,2,,
2732,101637555,Qingling Chang,10,2,,
2733,101638664,Hiroyuki Jiko,9,5,,
2734,101639166,Stuart P. Lloyd,39,11,,0
2735,101639517,Brookhaven National Lab,14,5,,0
2736,101640360,Eleonora Mattiacci,13,3,,
2737,101640562,Sharief Youssef,4,2,,
2738,101640688,William Camus,2,1,,
2739,101640942,Bashir Al-diri,70,15,,
2740,101641214,Neal Mccall,6,2,,0
2741,101641785,Adam Nelessen,14,7,,
2742,101641849,Fanglin Chen,282,54,,
2743,101642825,Bruce A Fryxell,90,26,,
2744,101643751,Tong Zhang,17,7,,
2745,101643752,Tao Zhang,124,13,,
2746,101644426,Matthew Arnold Malkan,694,79,,
2747,101645901,Rima Stonkute,30,6,,
2748,101646203,Edward Charles Titchmarsh,121,26,,
2749,10164662,Shawn Treadwell,11,8,,
2750,101646742,Abdul Rahman B Ramli,170,27,,0
2751,101646821,Min-huei Kim,50,10,,
2752,101647387,Khai Mun Cheang,4,1,,
2753,101647952,Geralyn Zeller,280,53,,1
2754,10164960,Mariagrazia Ghi,54,17,,
2755,101649717,Magnus Gyllenhammar,6,3,,
2756,101649766,Akkarawat Kaeokwunoiand,1,1,,
2757,101650898,クリストファー ラウハット エーベン,1,1,,
2758,101651057,Rayson Teow Siang Tay,2,1,,
2759,101651281,Anders Flodin,25,10,,
2760,10165225,Yuki Kosugi,218,21,,
2761,10165237,Katherine E Posther,18,12,,
2762,101653731,Luning Bi,14,6,,
2763,101653893,Sabine Defoort-dhellemmes,107,25,,
2764,10165431,Yanxia Gao,42,9,,
2765,101654431,Jakob Drachmann Havtorn,10,4,,
2766,10165509,Ken Westrick,16,12,,
2767,101655384,Kari Karhunen,3,3,,
2768,101655391,Lee Xiong,7,2,,
2769,101655422,Jerome Agel,19,7,,
2770,101655505,Ralph-Uwe Börner,34,8,,
2771,101655557,Jennifer Shields,2,2,,
2772,101656670,Ridvan Saraçoglu,25,6,,
2773,10165724,Holly Hedegaard,97,32,,
2774,10165806,Ileana W Carnevali,41,15,,1
2775,101658848,Welsh,24,11,,
2776,10166022,George Mimidis,7,3,,
2777,10166055,Dave Sinden,26,6,,
2778,101660782,R. Van Allen,12,4,,
2779,10166227,Hartzel V Schaff,1252,125,,
2780,101662360,Diego Pallara,94,20,,0
2781,101662556,Ronald T. H. Collis,24,7,,
2782,101662974,Ronald Greely,12,4,,0
2783,101663505,Rui Carneiro,5,2,,
2784,101664392,R. Adharsh,3,1,,
2785,10166459,Zulf Ali,79,21,,0
2786,101665636,Alexis Raushel,8,3,,
2787,101666007,Hamed Bakhshiansohi,1184,95,,
2788,101666347,Alan Walker,27,8,,
2789,101666987,Nirosha Munasinghe,6,3,,
2790,101667738,Valentin A Zagrebnov,275,27,,
2791,101667985,Sharmila Kamat,47,12,,1
2792,101669122,K. Watanabe,82,13,,
2793,101670838,Mercer Delta Consulting,1,1,,
2794,101670927,Alireza Serajoddin,1,1,,
2795,101671249,Aditya Sai Kovvali,6,4,,
2796,101671451,ライト ティム,1,1,,
2797,101672463,Edward M Mikhail,55,11,,0
2798,10167249,Fu-sheng Ouyang,27,11,,
2799,101673202,Bull,55,7,,
2800,101673648,Luis Loureiro,38,7,,
2801,101674465,Ralf Wischnewski,390,48,,
2802,101675015,Amit Khera,485,74,,
2803,101676040,Alexey Markushevich,41,9,,
2804,101676126,Dmitrij Semionov,14,2,,
2805,101676287,Menggang Li,12,7,,
2806,101676618,Izzuddin Mat Lazim,9,5,,
2807,10167740,Per Robertsson,4,1,,
2808,101677439,Caryl Churchill,50,10,,
2809,101677766,Vinzent Steinberg,11,5,,
2810,101678722,Liseli Baich,6,3,,
2811,101678855,Laurent Gruson,14,10,,
2812,101679022,Meichen Lu,3,2,,
2813,10167910,Nikolaus Heran,2,1,,
2814,101679109,Masahiro Nakano,32,5,,
2815,10167979,Ivan K Baldry,299,75,,0
2816,101680198,Charles Hartman,31,4,,
2817,101680851,Andrei V Marshakov,151,40,,0
2818,101681273,Atu Gurtu,911,85,,
2819,10168138,Cato Chan,23,9,,
2820,101681582,Bernhard Wullt,2,1,,
2821,101681617,Patrick Billingsley,36,19,,
2822,101682296,Animesh Jain,14,4,,
2823,101682495,Nikolay Shvetsov,7,2,,
2824,101683256,チャン マイケル,3,1,,
2825,101683780,Gashaw Abeza,62,11,,
2826,101683950,George Kamiya,10,7,,
2827,101684321,Nhat Quang Huynh,2,1,,
2828,101684669,Малышев Дмитрий Сергеевич,34,2,,
2829,101684741,Mehdi Raei,116,20,,
2830,101684788,신정길,8,1,,
2831,101684835,Heiko G. Seif,2,2,,
2832,101684955,Sumner Starrfield,572,47,,
2833,101685327,Viktor Rözer,16,6,,
2834,101685434,Marek Nikolajuk,49,16,,
2835,101686318,Andreas Hegerath,13,3,,0
2836,101687178,Waleed Khushefati,19,10,,
2837,101687543,Ivan Singer,181,28,,
2838,101687750,Valery Garkusha,32,6,,
2839,101688214,Mathias Zirkelbach,4,3,,
2840,101688893,Bernard Gerber,4,3,,
2841,101689277,Dennis Lamenti,10,2,,0
2842,10169018,Christiane Batz,15,10,,
2843,101690410,Mateusz Janiak,126,28,,
2844,101690419,Phillip Beckenbauer,1,1,,
2845,10169073,Thomas B Berrett,23,9,,
2846,101690751,Doug Tragheim,33,9,,
2847,101690972,Contributor Jennifer A. W. Wright,2,2,,
2848,101691129,Alexander Kovačec,40,8,,
2849,101691249,Il-Haeng Cho,4,2,,
2850,101692172,Yusef Shafi,9,5,,
2851,101692491,Katherine Burton,28,12,,
2852,101693696,Michaël Fonder,8,2,,
2853,101693999,Liao Shuguang,24,6,,
2854,10169485,Nand Chandravadia,11,6,,
2855,10169557,Robert Barkhouser,91,18,,0
2856,101695959,Soyeon Bae,18,6,,
2857,101696259,Abdullahi Mohammed Orire,1,1,,
2858,10169707,Filippo Zilio,44,9,,
2859,101697828,Paul Hacking,39,17,,
2860,101698329,Wei Dai,33,5,,
2861,101698684,Zheng-xia Zhong,21,5,,
2862,101698960,Zongyu Jiang,7,2,,
2863,10169930,Peter Featherstone,33,17,,
2864,101699351,Anita Rau,10,4,,
2865,10169957,Mohamed Ali Chaouch,50,14,,0
2866,101699837,Tetsuro Kitazoe,74,9,,
2867,101700483,Matteo Sani,681,86,,
2868,101700702,ワン ユルン,1,1,,
2869,10170105,Shu-ling Song,1,0,,
2870,101701201,Jelle Wesseling,407,59,,
2871,101702731,Pradeep K Ramancharla,54,5,,
2872,101702821,Scott K Gordon,13,5,,
2873,101703387,Yang-Hann Kim,206,23,,
2874,101703414,Robert E Tipton,87,19,,
2875,10170418,Sandip Purnapatra,4,2,,
2876,101704379,FerrandizSantiago,1,1,,
2877,101704420,Myall Hingee,2,1,,
2878,101704774,Zhongwu Xie,5,3,,
2879,10170508,Dario Allegra,47,10,,
2880,101705295,Alexandre Pitti,67,13,,
2881,101705728,Cary Karacas,64,3,,
2882,10170611,Yong-xue Zhu,53,19,,
2883,10170636,Yinchu Zhu,75,15,,
2884,101706754,Raymond W. Baldwin,4,4,,
2885,10170706,Zhongyuan Hau,10,5,,
2886,101707148,Shigeki Aoki,286,51,,
2887,10170745,Nan-chuan Jiang,14,8,,
2888,101707673,Zoe Frank,74,18,,1
2889,101708344,Aleksei Dezin,38,8,,
2890,101708470,Geza Freud,59,17,,
2891,101708704,He Leiying,4,4,,
2892,101709054,Mohamed Reda Ramadan Gomaa,65,16,,
2893,101709908,Hongmei Chen,129,23,,
2894,101709917,Haosheng Chen,7,4,,
2895,101710092,Stanisław Łojasiewicz,25,10,,
2896,101711386,Nikolay Mayorov,6,2,,
2897,10171181,Xing-lin Chen,48,6,,
2898,10171248,Bo-june Hsu,27,15,,
2899,10171261,Jochen Gorski,12,6,,0
2900,101712729,Shi Boxin,4,1,,
2901,101712947,Rich Abrams,2,2,,
2902,101713133,Heinz Hopf,35,8,,
2903,10171321,Oihane C Basurko,43,16,,
2904,101713228,Daniel Contel,24,7,,0
2905,10171338,Daniel Cagney,111,18,,
2906,101713456,Sylvestre Rebattu,13,7,,0
2907,101713595,Nasir Ahmad,34,17,,
2908,101714222,Dale Husemoller,76,9,,
2909,10171428,Bruno Espagnon,732,85,,
2910,101714304,Caronline Knight,3,1,,
2911,101715167,Robyn Muncy,56,8,,
2912,101715456,T. A. Ramney,1,1,,0
2913,101715571,Sisong Wang,4,3,,0
2914,101715594,Juxian Wang,60,6,,
2915,101717110,Ac Amsterdam,2,1,,
2916,101718786,Vladimir V Gorbatsevich,80,9,,0
2917,101719030,Breugnot Josselin,1,1,,1
2918,101719671,Amanbir Kaur,5,2,,
2919,10172108,Nicholas Rewkowski,17,7,,
2920,101721201,Eric Mackres,18,6,,
2921,101721481,Amin Ahmad,3,2,,
2922,10172166,Xuguo Sun,49,15,,
2923,101721732,Baruh Hason,5,1,,
2924,101721811,Laurent Vibert,78,34,,
2925,101722032,Charles Castaing,91,17,,
2926,101722281,Ji-Seon Bang,5,2,,
2927,101722863,Chaoqun Zhuang,29,9,,
2928,101723005,Doddy Teguh Yuwono,6,3,,
2929,101723121,Li Li,32,11,,
2930,101723127,Li Li,54,15,,1
2931,101723467,Abdelkrim Bennar,17,6,,
2932,101723518,Lori Kruckenberg,4,2,,
2933,101725168,Максим Витальевич Аврамов,2,1,,
2934,101725389,Guang Hua,13,5,,
2935,101725797,Xi-gang Song,2,1,,
2936,10172662,Timon Blöcher,4,2,,
2937,101726791,Astronomy,1038,81,,0
2938,101726906,Brialyn Onodera,6,1,,
2939,101726987,Luitje Koopmans,112,31,,0
2940,10172751,David Ropeik,19,9,,
2941,101727636,Tracy Hayler,59,26,,1
2942,101729322,Budiharto,9,2,,
2943,101730340,Salvatore Antonio Tedesco,28,8,,
2944,101730401,Kelvin Kariuki,3,2,,
2945,10173096,Liren Tang,26,14,,
2946,101731206,Zrinka Bockaj,2,2,,
2947,101731697,Lu Feng Mo,1,1,,
2948,101731922,V. Alan Kosteleck'y,17,11,,
2949,101732164,Tetsuji Matsuo,57,19,,
2950,101732249,Yu. Sh. Bagaturia,59,20,,
2951,10173235,Jarich Spliethoff,23,10,,0
2952,101732624,Bill Bishop,15,7,,0
2953,101733121,Zamri,4,2,,
2954,101733731,Julia Kennefick,65,15,,
2955,101733782,Reino Keranen,269,32,,
2956,101734258,Arthur Davis Eigenbrot,26,10,,
2957,101734287,Zimmerer Ruediger,1,1,,
2958,101734555,Anurag Agrahari,3,3,,
2959,101734752,Olle Haggstrom,22,10,,
2960,101735414,Hiro Ono,6,3,,
2961,101735550,Stephane Erard,3,1,,0
2962,101737172,Jarkko Niemel,8,3,,
2963,10173730,Sedat Belli,35,10,,
2964,101737869,Richard Franceys,105,18,,
2965,10173891,Nicola Z Hobbs,43,20,,
2966,101739436,Craig Innes,19,3,,
2967,101739739,Shaily Thakar,1,1,,
2968,101739937,Poura Arabali,9,4,,
2969,101739941,Èric Pairet Artau,1,1,,
2970,10174074,Paul Leopardi,34,9,,
2971,101741285,Silvio Buson,9,6,,
2972,101742717,Atif Khan,33,12,,
2973,101742776,Julia S Volmerg,2,1,,
2974,101743289,Souren Alaverdyan,4,2,,
2975,101743949,Chaudhari Avinash,3,3,,
2976,101744633,Chaojun Qian,15,3,,
2977,101744673,Changhui You,11,3,,
2978,101744715,Gage Dezoort,312,28,,
2979,101745275,Serdar Özlü,18,5,,
2980,101746458,Zeqi Tong,7,4,,
2981,101746805,Saleh Mohammed Alladin,44,6,,
2982,101747574,Erwin Brüning,95,10,,0
2983,101747609,Lukas Labhardt,26,11,,
2984,101748524,Jörg Rachen,343,89,,
2985,101748670,Stephanie Orlando,3,2,,
2986,10174894,Govinda Timilsina,199,39,,
2987,101749052,Eliran Subag,24,12,,0
2988,101749168,Aisha Ahmed,25,5,,
2989,101749177,Ahmed Shihab Ahmed,9,2,,
2990,101749211,Ansary Ahmed,13,3,,
2991,101749938,Huy Cao,121,58,,
2992,101750381,Chayut Wongkamthong,4,1,,
2993,101750654,George Kimeldorf,36,13,,0
2994,101753028,Matthieu Zins,6,2,,
2995,101753143,Gudlaugur Thorbergsson,54,23,,
2996,101753330,Bin Yan,41,7,,
2997,101753763,Brent Stucker,164,44,,
2998,101754798,Max Gallop,21,8,,
2999,101755629,Carl Albright,153,26,,
3000,101755788,Magda Linkiewicz,16,6,,
3001,101755810,Yu Qiyun,2,1,,
3002,101756074,Mrutyunjay Mohapatra,138,23,,
3003,101757020,Cristóbal Donoso,1,1,,
3004,10175763,Eric P Kielhorn,20,9,,0
3005,101757703,Arindam Jati,13,8,,
3006,10175775,Anna Sepliarskaia,8,3,,
3007,10175804,Jean-marc Peyrat,50,19,,0
3008,101758605,Daniele Canarutto,87,12,,
3009,101759404,Michael Meakes,19,8,,0
3010,10175964,Anowarul Abedin,2,1,,
3011,101759795,Muhammad Rahman,4,1,,
3012,101759977,Andrey Feuerverger,50,19,,
3013,101760331,Sarah Lenzi,26,4,,
3014,10176120,Meg Quinlisk,14,9,,
3015,101761414,Francis Eastaugh,3,2,,
3016,101761981,Kai Noeske,89,28,,
3017,101762512,Enrico Arbarello,61,21,,
3018,10176351,Stephanie Hoeppener,211,37,,
3019,10176495,Berta De La Cerda,33,15,,
3020,10176557,Muhammad Shahid,42,14,,
3021,10176568,Jean Ginot,4,2,,
3022,101765813,Wycliffe Ochieng,4,2,,
3023,101766039,Mary Doran,6,4,,
3024,101766707,Mostafa Badroddin,7,4,,
3025,101767181,Sam Ragland,135,20,,
3026,101768561,Age Poom,17,7,,
3027,101769641,Ravil Islamovich Yamilov,56,20,,
